workerid,rt,trial_type,stim_type,stim_property,stim_determiner,trialNum,stim_prevalence,trial_num,response,stim_category
17,4326,implied_prevalence,accidental,infected ears,generic,NA,NA,14,100,ollers
17,3337,implied_prevalence,accidental,swollen ears,generic,NA,NA,15,100,javs
17,4952,implied_prevalence,accidental,sore legs,generic,NA,NA,16,100,stups
17,4782,implied_prevalence,accidental,muddy fur,generic,NA,NA,17,100,sapers
17,3120,implied_prevalence,accidental,rotting teeth,generic,NA,NA,18,100,elleps
17,4607,implied_prevalence,accidental,muddy feathers,generic,NA,NA,19,100,morseths
18,7265,truth_conditions,accidental,broken legs,generic,0,70,NA,False,feps
18,5436,truth_conditions,accidental,sore teeth,generic,1,50,NA,False,kweps
18,7439,truth_conditions,accidental,cracked claws,generic,2,50,NA,False,zoovs
18,6184,truth_conditions,accidental,infected scales,generic,3,30,NA,False,luzaks
18,5305,truth_conditions,accidental,rotting teeth,generic,4,30,NA,False,lorches
18,6920,truth_conditions,accidental,sore legs,generic,5,90,NA,True,reesles
18,6136,truth_conditions,accidental,fungus-covered scales,generic,6,90,NA,True,stups
18,4671,truth_conditions,accidental,fungus-covered claws,generic,7,30,NA,False,daiths
18,6769,truth_conditions,accidental,itchy skin,generic,8,10,NA,False,morseths
18,5216,truth_conditions,accidental,infected ears,generic,9,30,NA,False,trufts
18,7880,truth_conditions,accidental,muddy fur,generic,10,70,NA,True,kazzes
18,2432,truth_conditions,accidental,wet feathers,generic,11,90,NA,True,elleps
18,7256,truth_conditions,accidental,rotting shells,generic,12,70,NA,True,noobs
18,3336,truth_conditions,accidental,broken tails,generic,13,90,NA,True,moxes
18,2903,truth_conditions,accidental,swollen skin,generic,14,10,NA,False,ludinos
18,2633,truth_conditions,accidental,itchy tails,generic,15,10,NA,False,blins
18,2375,truth_conditions,accidental,wet fur,generic,16,70,NA,True,thups
18,2720,truth_conditions,accidental,swollen ears,generic,17,50,NA,False,krivels
18,3104,truth_conditions,accidental,muddy feathers,generic,18,10,NA,False,plovs
18,2920,truth_conditions,accidental,cracked shells,generic,19,50,NA,False,zorbs
19,13570,truth_conditions,accidental,wet fur,generic,0,70,NA,True,lorches
19,4931,truth_conditions,accidental,fungus-covered scales,generic,1,90,NA,True,moxes
19,4154,truth_conditions,accidental,muddy feathers,generic,2,10,NA,False,plovs
19,4233,truth_conditions,accidental,fungus-covered claws,generic,3,50,NA,False,taifels
19,2504,truth_conditions,accidental,wet feathers,generic,4,50,NA,False,zoovs
19,2277,truth_conditions,accidental,itchy skin,generic,5,30,NA,False,reesles
19,3151,truth_conditions,accidental,cracked claws,generic,6,50,NA,False,stups
19,2923,truth_conditions,accidental,sore teeth,generic,7,90,NA,True,cheebas
19,2182,truth_conditions,accidental,swollen skin,generic,8,90,NA,True,ollers
19,2637,truth_conditions,accidental,infected scales,generic,9,30,NA,False,noobs
19,2343,truth_conditions,accidental,broken tails,generic,10,10,NA,False,krivels
19,2999,truth_conditions,accidental,rotting shells,generic,11,90,NA,True,glippets
19,2281,truth_conditions,accidental,infected ears,generic,12,30,NA,False,elleps
19,3080,truth_conditions,accidental,rotting teeth,generic,13,70,NA,True,zorbs
19,2478,truth_conditions,accidental,broken legs,generic,14,70,NA,True,dorbs
19,1979,truth_conditions,accidental,itchy tails,generic,15,50,NA,False,kweps
19,3179,truth_conditions,accidental,swollen ears,generic,16,70,NA,True,javs
19,2291,truth_conditions,accidental,muddy fur,generic,17,10,NA,False,frams
19,3063,truth_conditions,accidental,cracked shells,generic,18,10,NA,False,kazzes
19,1645,truth_conditions,accidental,sore legs,generic,19,30,NA,False,trufts
20,6505,truth_conditions,accidental,fungus-covered scales,generic,0,10,NA,False,kweps
20,3005,truth_conditions,accidental,muddy fur,generic,1,70,NA,False,reesles
20,3127,truth_conditions,accidental,muddy feathers,generic,2,70,NA,False,elleps
20,2200,truth_conditions,accidental,broken tails,generic,3,90,NA,False,ollers
20,2079,truth_conditions,accidental,itchy tails,generic,4,10,NA,False,lorches
20,3191,truth_conditions,accidental,itchy skin,generic,5,70,NA,True,zoovs
20,1880,truth_conditions,accidental,sore legs,generic,6,50,NA,False,luzaks
20,4304,truth_conditions,accidental,swollen skin,generic,7,10,NA,False,kazzes
20,1384,truth_conditions,accidental,cracked shells,generic,8,30,NA,False,dorbs
20,2231,truth_conditions,accidental,rotting shells,generic,9,70,NA,True,plovs
20,1456,truth_conditions,accidental,broken legs,generic,10,50,NA,False,feps
20,1840,truth_conditions,accidental,wet fur,generic,11,90,NA,True,frams
20,1400,truth_conditions,accidental,rotting teeth,generic,12,90,NA,True,noobs
20,1144,truth_conditions,accidental,cracked claws,generic,13,50,NA,False,zorbs
20,1104,truth_conditions,accidental,wet feathers,generic,14,10,NA,False,morseths
20,952,truth_conditions,accidental,fungus-covered claws,generic,15,90,NA,True,ackles
20,1626,truth_conditions,accidental,sore teeth,generic,16,30,NA,False,stups
20,1293,truth_conditions,accidental,swollen ears,generic,17,30,NA,False,javs
20,2104,truth_conditions,accidental,infected scales,generic,18,50,NA,False,thups
20,912,truth_conditions,accidental,infected ears,generic,19,30,NA,False,blins
21,8222,implied_prevalence,accidental,cracked shells,generic,NA,NA,0,80,kweps
21,5447,implied_prevalence,accidental,swollen skin,generic,NA,NA,1,80,ludinos
21,4988,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,2,50,ollers
21,4431,implied_prevalence,accidental,muddy fur,generic,NA,NA,3,10,moxes
21,4520,implied_prevalence,accidental,cracked claws,generic,NA,NA,4,30,sapers
21,4369,implied_prevalence,accidental,itchy skin,generic,NA,NA,5,30,frams
21,6158,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,6,30,glippets
21,3724,implied_prevalence,accidental,muddy feathers,generic,NA,NA,7,30,plovs
21,3910,implied_prevalence,accidental,wet feathers,generic,NA,NA,8,80,blins
21,3837,implied_prevalence,accidental,wet fur,generic,NA,NA,9,50,cheebas
21,3706,implied_prevalence,accidental,rotting shells,generic,NA,NA,10,10,lorches
21,3886,implied_prevalence,accidental,broken legs,generic,NA,NA,11,5,trufts
21,4736,implied_prevalence,accidental,broken tails,generic,NA,NA,12,1,kazzes
21,3397,implied_prevalence,accidental,infected scales,generic,NA,NA,13,5,javs
21,3648,implied_prevalence,accidental,swollen ears,generic,NA,NA,14,25,reesles
21,3248,implied_prevalence,accidental,sore teeth,generic,NA,NA,15,1,taifels
21,3362,implied_prevalence,accidental,sore legs,generic,NA,NA,16,30,stups
21,3545,implied_prevalence,accidental,infected ears,generic,NA,NA,17,20,krivels
21,3369,implied_prevalence,accidental,itchy tails,generic,NA,NA,18,20,daiths
21,3784,implied_prevalence,accidental,rotting teeth,generic,NA,NA,19,25,zorbs
22,12366,truth_conditions,accidental,swollen ears,generic,0,30,NA,True,ackles
22,7117,truth_conditions,accidental,fungus-covered scales,generic,1,10,NA,True,stups
22,4245,truth_conditions,accidental,cracked claws,generic,2,90,NA,False,mooks
22,3773,truth_conditions,accidental,rotting shells,generic,3,50,NA,False,frams
22,8094,truth_conditions,accidental,itchy skin,generic,4,10,NA,True,taifels
22,5093,truth_conditions,accidental,broken legs,generic,5,70,NA,False,daiths
22,3067,truth_conditions,accidental,sore legs,generic,6,50,NA,False,glippets
22,3844,truth_conditions,accidental,broken tails,generic,7,10,NA,False,ollers
22,3976,truth_conditions,accidental,itchy tails,generic,8,90,NA,False,ludinos
22,8941,truth_conditions,accidental,muddy feathers,generic,9,90,NA,True,feps
22,3114,truth_conditions,accidental,muddy fur,generic,10,50,NA,True,krivels
22,3318,truth_conditions,accidental,sore teeth,generic,11,30,NA,True,lorches
22,4793,truth_conditions,accidental,infected scales,generic,12,30,NA,False,blins
22,3432,truth_conditions,accidental,wet fur,generic,13,30,NA,True,sapers
22,6315,truth_conditions,accidental,fungus-covered claws,generic,14,70,NA,False,luzaks
22,9368,truth_conditions,accidental,rotting teeth,generic,15,90,NA,False,moxes
22,4860,truth_conditions,accidental,swollen skin,generic,16,50,NA,False,kweps
22,3822,truth_conditions,accidental,infected ears,generic,17,70,NA,False,noobs
22,3728,truth_conditions,accidental,cracked shells,generic,18,10,NA,True,elleps
22,4682,truth_conditions,accidental,wet feathers,generic,19,70,NA,False,reesles
23,13542,truth_conditions,accidental,fungus-covered claws,generic,0,50,NA,True,blins
23,3635,truth_conditions,accidental,cracked shells,generic,1,10,NA,False,cheebas
23,3171,truth_conditions,accidental,sore legs,generic,2,70,NA,True,dorbs
23,3521,truth_conditions,accidental,muddy feathers,generic,3,70,NA,True,elleps
23,2073,truth_conditions,accidental,infected ears,generic,4,90,NA,True,sapers
23,2403,truth_conditions,accidental,infected scales,generic,5,70,NA,True,krivels
23,1819,truth_conditions,accidental,swollen skin,generic,6,10,NA,False,moxes
23,2303,truth_conditions,accidental,broken legs,generic,7,90,NA,True,ollers
23,6481,truth_conditions,accidental,wet fur,generic,8,50,NA,True,frams
23,1819,truth_conditions,accidental,cracked claws,generic,9,10,NA,False,zoovs
23,3280,truth_conditions,accidental,fungus-covered scales,generic,10,30,NA,False,morseths
23,1587,truth_conditions,accidental,broken tails,generic,11,90,NA,True,thups
23,2398,truth_conditions,accidental,sore teeth,generic,12,30,NA,False,trufts
23,1270,truth_conditions,accidental,wet feathers,generic,13,10,NA,False,reesles
23,1411,truth_conditions,accidental,rotting teeth,generic,14,50,NA,True,glippets
23,1526,truth_conditions,accidental,swollen ears,generic,15,50,NA,True,taifels
23,2234,truth_conditions,accidental,rotting shells,generic,16,70,NA,True,ackles
23,1379,truth_conditions,accidental,muddy fur,generic,17,30,NA,False,zorbs
23,1867,truth_conditions,accidental,itchy skin,generic,18,90,NA,True,plovs
23,1417,truth_conditions,accidental,itchy tails,generic,19,30,NA,False,daiths
24,10674,truth_conditions,accidental,muddy fur,generic,0,30,NA,False,ludinos
24,4972,truth_conditions,accidental,infected scales,generic,1,10,NA,False,thups
24,3386,truth_conditions,accidental,infected ears,generic,2,30,NA,False,glippets
24,3730,truth_conditions,accidental,fungus-covered claws,generic,3,90,NA,True,mooks
24,2846,truth_conditions,accidental,broken tails,generic,4,70,NA,True,feps
24,3289,truth_conditions,accidental,wet feathers,generic,5,10,NA,False,reesles
24,4671,truth_conditions,accidental,wet fur,generic,6,50,NA,False,blins
24,3096,truth_conditions,accidental,sore legs,generic,7,90,NA,True,noobs
24,3604,truth_conditions,accidental,rotting shells,generic,8,50,NA,False,krivels
24,2769,truth_conditions,accidental,rotting teeth,generic,9,90,NA,True,elleps
24,1859,truth_conditions,accidental,itchy skin,generic,10,10,NA,False,kazzes
24,2832,truth_conditions,accidental,swollen skin,generic,11,30,NA,False,morseths
24,2314,truth_conditions,accidental,sore teeth,generic,12,70,NA,True,cheebas
24,2236,truth_conditions,accidental,swollen ears,generic,13,90,NA,True,luzaks
24,2814,truth_conditions,accidental,itchy tails,generic,14,10,NA,False,plovs
24,1696,truth_conditions,accidental,broken legs,generic,15,30,NA,False,javs
24,1814,truth_conditions,accidental,cracked claws,generic,16,70,NA,True,lorches
24,3317,truth_conditions,accidental,muddy feathers,generic,17,70,NA,True,sapers
24,1744,truth_conditions,accidental,cracked shells,generic,18,50,NA,False,dorbs
24,2150,truth_conditions,accidental,fungus-covered scales,generic,19,50,NA,False,zorbs
25,5046,implied_prevalence,accidental,cracked shells,generic,NA,NA,0,5,glippets
25,8023,implied_prevalence,accidental,wet fur,generic,NA,NA,1,100,trufts
25,12231,implied_prevalence,accidental,itchy skin,generic,NA,NA,2,90,krivels
25,8696,implied_prevalence,accidental,itchy tails,generic,NA,NA,3,90,kazzes
25,6736,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,4,80,frams
25,4896,implied_prevalence,accidental,rotting shells,generic,NA,NA,5,75,taifels
25,6623,implied_prevalence,accidental,swollen skin,generic,NA,NA,6,90,ackles
25,5912,implied_prevalence,accidental,wet feathers,generic,NA,NA,7,50,elleps
25,10151,implied_prevalence,accidental,sore teeth,generic,NA,NA,8,50,stups
25,5601,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,9,90,plovs
25,4855,implied_prevalence,accidental,sore legs,generic,NA,NA,10,75,sapers
25,6263,implied_prevalence,accidental,broken tails,generic,NA,NA,11,0,blins
25,5184,implied_prevalence,accidental,broken legs,generic,NA,NA,12,0,moxes
25,4752,implied_prevalence,accidental,swollen ears,generic,NA,NA,13,75,morseths
25,8767,implied_prevalence,accidental,rotting teeth,generic,NA,NA,14,90,luzaks
25,4592,implied_prevalence,accidental,cracked claws,generic,NA,NA,15,90,mooks
25,4728,implied_prevalence,accidental,muddy feathers,generic,NA,NA,16,40,javs
25,5416,implied_prevalence,accidental,infected ears,generic,NA,NA,17,75,zoovs
25,5544,implied_prevalence,accidental,infected scales,generic,NA,NA,18,50,kweps
25,10542,implied_prevalence,accidental,muddy fur,generic,NA,NA,19,100,thups
26,5512,truth_conditions,accidental,itchy tails,generic,0,50,NA,True,zoovs
26,3264,truth_conditions,accidental,swollen ears,generic,1,90,NA,True,frams
26,3054,truth_conditions,accidental,muddy feathers,generic,2,30,NA,True,reesles
26,2096,truth_conditions,accidental,wet feathers,generic,3,70,NA,True,krivels
26,4655,truth_conditions,accidental,sore teeth,generic,4,10,NA,False,feps
26,3654,truth_conditions,accidental,fungus-covered scales,generic,5,10,NA,False,stups
26,2559,truth_conditions,accidental,cracked shells,generic,6,10,NA,False,daiths
26,3168,truth_conditions,accidental,cracked claws,generic,7,30,NA,True,morseths
26,2375,truth_conditions,accidental,itchy skin,generic,8,50,NA,True,sapers
26,3340,truth_conditions,accidental,infected scales,generic,9,10,NA,False,elleps
26,1947,truth_conditions,accidental,sore legs,generic,10,70,NA,True,trufts
26,1741,truth_conditions,accidental,broken tails,generic,11,50,NA,True,mooks
26,1963,truth_conditions,accidental,rotting shells,generic,12,70,NA,True,blins
26,2203,truth_conditions,accidental,rotting teeth,generic,13,90,NA,True,glippets
26,1982,truth_conditions,accidental,muddy fur,generic,14,90,NA,True,lorches
26,1391,truth_conditions,accidental,fungus-covered claws,generic,15,90,NA,True,ollers
26,1687,truth_conditions,accidental,swollen skin,generic,16,50,NA,True,moxes
26,2479,truth_conditions,accidental,broken legs,generic,17,30,NA,True,thups
26,3841,truth_conditions,accidental,infected ears,generic,18,70,NA,True,zorbs
26,3199,truth_conditions,accidental,wet fur,generic,19,30,NA,True,ludinos
27,9440,truth_conditions,accidental,sore teeth,generic,0,10,NA,False,thups
27,11790,truth_conditions,accidental,muddy feathers,generic,1,50,NA,True,morseths
27,5431,truth_conditions,accidental,sore legs,generic,2,30,NA,False,stups
27,3354,truth_conditions,accidental,itchy tails,generic,3,90,NA,True,mooks
27,4394,truth_conditions,accidental,fungus-covered scales,generic,4,70,NA,True,kweps
27,5775,truth_conditions,accidental,wet fur,generic,5,70,NA,True,lorches
27,3331,truth_conditions,accidental,cracked claws,generic,6,50,NA,True,kazzes
27,4649,truth_conditions,accidental,fungus-covered claws,generic,7,70,NA,True,zoovs
27,2988,truth_conditions,accidental,swollen ears,generic,8,90,NA,True,luzaks
27,5578,truth_conditions,accidental,rotting shells,generic,9,50,NA,True,moxes
27,3688,truth_conditions,accidental,swollen skin,generic,10,30,NA,False,plovs
27,2806,truth_conditions,accidental,cracked shells,generic,11,10,NA,False,blins
27,5287,truth_conditions,accidental,infected scales,generic,12,30,NA,False,trufts
27,2556,truth_conditions,accidental,broken legs,generic,13,90,NA,True,krivels
27,2437,truth_conditions,accidental,muddy fur,generic,14,70,NA,True,frams
27,2720,truth_conditions,accidental,infected ears,generic,15,50,NA,True,elleps
27,2496,truth_conditions,accidental,rotting teeth,generic,16,10,NA,False,javs
27,2372,truth_conditions,accidental,wet feathers,generic,17,30,NA,False,cheebas
27,2578,truth_conditions,accidental,itchy skin,generic,18,90,NA,True,ackles
27,3919,truth_conditions,accidental,broken tails,generic,19,10,NA,False,ollers
28,7426,implied_prevalence,accidental,itchy skin,generic,NA,NA,0,100,luzaks
28,8398,implied_prevalence,accidental,infected ears,generic,NA,NA,1,100,dorbs
28,4713,implied_prevalence,accidental,rotting teeth,generic,NA,NA,2,100,kweps
28,4267,implied_prevalence,accidental,swollen skin,generic,NA,NA,3,100,frams
28,5302,implied_prevalence,accidental,cracked claws,generic,NA,NA,4,100,trufts
28,5012,implied_prevalence,accidental,itchy tails,generic,NA,NA,5,100,zoovs
28,3284,implied_prevalence,accidental,wet fur,generic,NA,NA,6,100,ollers
28,3179,implied_prevalence,accidental,rotting shells,generic,NA,NA,7,100,moxes
28,2975,implied_prevalence,accidental,muddy feathers,generic,NA,NA,8,100,ludinos
28,3410,implied_prevalence,accidental,broken tails,generic,NA,NA,9,100,blins
28,55442,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,10,100,daiths
28,2701,implied_prevalence,accidental,muddy fur,generic,NA,NA,11,100,morseths
28,2761,implied_prevalence,accidental,broken legs,generic,NA,NA,12,100,cheebas
28,10135,implied_prevalence,accidental,swollen ears,generic,NA,NA,13,100,glippets
28,2507,implied_prevalence,accidental,cracked shells,generic,NA,NA,14,100,zorbs
28,2485,implied_prevalence,accidental,wet feathers,generic,NA,NA,15,100,taifels
28,3461,implied_prevalence,accidental,infected scales,generic,NA,NA,16,100,krivels
28,2457,implied_prevalence,accidental,sore legs,generic,NA,NA,17,100,feps
28,2738,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,18,100,plovs
28,2849,implied_prevalence,accidental,sore teeth,generic,NA,NA,19,100,lorches
29,11203,implied_prevalence,accidental,infected ears,generic,NA,NA,0,20,plovs
29,7943,implied_prevalence,accidental,wet fur,generic,NA,NA,1,50,feps
29,7098,implied_prevalence,accidental,swollen ears,generic,NA,NA,2,5,ackles
29,8396,implied_prevalence,accidental,rotting teeth,generic,NA,NA,3,35,zoovs
29,13462,implied_prevalence,accidental,muddy fur,generic,NA,NA,4,67,morseths
29,7130,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,5,59,noobs
29,7704,implied_prevalence,accidental,sore teeth,generic,NA,NA,6,34,reesles
29,9170,implied_prevalence,accidental,infected scales,generic,NA,NA,7,39,lorches
29,5594,implied_prevalence,accidental,wet feathers,generic,NA,NA,8,41,daiths
29,8148,implied_prevalence,accidental,itchy tails,generic,NA,NA,9,7,luzaks
29,6551,implied_prevalence,accidental,muddy feathers,generic,NA,NA,10,65,kazzes
29,8864,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,11,36,thups
29,6083,implied_prevalence,accidental,itchy skin,generic,NA,NA,12,6,glippets
29,9677,implied_prevalence,accidental,cracked claws,generic,NA,NA,13,12,kweps
29,8676,implied_prevalence,accidental,cracked shells,generic,NA,NA,14,14,elleps
29,7668,implied_prevalence,accidental,sore legs,generic,NA,NA,15,20,zorbs
29,5047,implied_prevalence,accidental,rotting shells,generic,NA,NA,16,3,taifels
29,5100,implied_prevalence,accidental,broken legs,generic,NA,NA,17,4,moxes
29,5240,implied_prevalence,accidental,broken tails,generic,NA,NA,18,1,dorbs
29,4827,implied_prevalence,accidental,swollen skin,generic,NA,NA,19,9,javs
30,9509,implied_prevalence,accidental,swollen ears,generic,NA,NA,0,45,plovs
30,5616,implied_prevalence,accidental,rotting teeth,generic,NA,NA,1,15,zorbs
30,3261,implied_prevalence,accidental,infected ears,generic,NA,NA,2,10,frams
30,2862,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,3,80,moxes
30,5290,implied_prevalence,accidental,itchy skin,generic,NA,NA,4,60,cheebas
30,4558,implied_prevalence,accidental,muddy feathers,generic,NA,NA,5,90,sapers
30,6626,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,6,90,elleps
30,3070,implied_prevalence,accidental,sore teeth,generic,NA,NA,7,10,ackles
30,3421,implied_prevalence,accidental,wet fur,generic,NA,NA,8,95,luzaks
30,5242,implied_prevalence,accidental,cracked claws,generic,NA,NA,9,63,noobs
30,4104,implied_prevalence,accidental,sore legs,generic,NA,NA,10,15,daiths
30,3532,implied_prevalence,accidental,cracked shells,generic,NA,NA,11,23,dorbs
30,3507,implied_prevalence,accidental,infected scales,generic,NA,NA,12,5,trufts
30,3354,implied_prevalence,accidental,wet feathers,generic,NA,NA,13,84,mooks
30,4026,implied_prevalence,accidental,broken tails,generic,NA,NA,14,3,lorches
30,3725,implied_prevalence,accidental,broken legs,generic,NA,NA,15,1,taifels
30,3865,implied_prevalence,accidental,muddy fur,generic,NA,NA,16,90,glippets
30,3826,implied_prevalence,accidental,rotting shells,generic,NA,NA,17,4,krivels
30,3957,implied_prevalence,accidental,swollen skin,generic,NA,NA,18,13,blins
30,3604,implied_prevalence,accidental,itchy tails,generic,NA,NA,19,12,kweps
31,36524,implied_prevalence,accidental,wet feathers,generic,NA,NA,0,50,reesles
31,11993,implied_prevalence,accidental,infected scales,generic,NA,NA,1,75,frams
31,11163,implied_prevalence,accidental,rotting shells,generic,NA,NA,2,20,krivels
31,8372,implied_prevalence,accidental,rotting teeth,generic,NA,NA,3,75,luzaks
31,14276,implied_prevalence,accidental,wet fur,generic,NA,NA,4,90,elleps
31,9124,implied_prevalence,accidental,muddy fur,generic,NA,NA,5,90,daiths
31,19954,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,6,70,noobs
31,17875,implied_prevalence,accidental,cracked claws,generic,NA,NA,7,40,sapers
31,11342,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,8,75,dorbs
31,16218,implied_prevalence,accidental,broken legs,generic,NA,NA,9,5,glippets
31,10916,implied_prevalence,accidental,cracked shells,generic,NA,NA,10,10,zorbs
31,8450,implied_prevalence,accidental,broken tails,generic,NA,NA,11,3,taifels
31,7977,implied_prevalence,accidental,swollen ears,generic,NA,NA,12,50,morseths
31,11218,implied_prevalence,accidental,muddy feathers,generic,NA,NA,13,15,stups
31,7433,implied_prevalence,accidental,itchy tails,generic,NA,NA,14,60,javs
31,6820,implied_prevalence,accidental,infected ears,generic,NA,NA,15,40,trufts
31,8604,implied_prevalence,accidental,swollen skin,generic,NA,NA,16,35,plovs
31,10055,implied_prevalence,accidental,sore legs,generic,NA,NA,17,90,kazzes
31,7114,implied_prevalence,accidental,sore teeth,generic,NA,NA,18,80,thups
31,8022,implied_prevalence,accidental,itchy skin,generic,NA,NA,19,80,lorches
32,12844,implied_prevalence,accidental,muddy feathers,generic,NA,NA,0,100,trufts
32,8871,implied_prevalence,accidental,rotting shells,generic,NA,NA,1,100,frams
32,8663,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,2,100,sapers
32,5600,implied_prevalence,accidental,cracked shells,generic,NA,NA,3,100,taifels
32,6720,implied_prevalence,accidental,infected scales,generic,NA,NA,4,100,dorbs
32,5384,implied_prevalence,accidental,swollen ears,generic,NA,NA,5,100,zoovs
32,5288,implied_prevalence,accidental,sore legs,generic,NA,NA,6,100,thups
32,4843,implied_prevalence,accidental,broken legs,generic,NA,NA,7,100,zorbs
32,5703,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,8,100,ackles
32,5782,implied_prevalence,accidental,itchy tails,generic,NA,NA,9,100,cheebas
32,6016,implied_prevalence,accidental,swollen skin,generic,NA,NA,10,100,reesles
32,5844,implied_prevalence,accidental,wet fur,generic,NA,NA,11,100,morseths
32,4156,implied_prevalence,accidental,sore teeth,generic,NA,NA,12,100,krivels
32,6110,implied_prevalence,accidental,cracked claws,generic,NA,NA,13,100,elleps
32,3828,implied_prevalence,accidental,broken tails,generic,NA,NA,14,100,feps
32,3927,implied_prevalence,accidental,infected ears,generic,NA,NA,15,100,moxes
32,3885,implied_prevalence,accidental,muddy fur,generic,NA,NA,16,100,blins
32,3812,implied_prevalence,accidental,itchy skin,generic,NA,NA,17,100,daiths
32,3891,implied_prevalence,accidental,rotting teeth,generic,NA,NA,18,100,plovs
32,3766,implied_prevalence,accidental,wet feathers,generic,NA,NA,19,100,noobs
33,15822,implied_prevalence,accidental,rotting shells,generic,NA,NA,0,99,lorches
33,4399,implied_prevalence,accidental,rotting teeth,generic,NA,NA,1,99,feps
33,7536,implied_prevalence,accidental,swollen skin,generic,NA,NA,2,99,reesles
33,4391,implied_prevalence,accidental,itchy skin,generic,NA,NA,3,99,noobs
33,7825,implied_prevalence,accidental,infected scales,generic,NA,NA,4,99,glippets
33,4200,implied_prevalence,accidental,muddy fur,generic,NA,NA,5,99,sapers
33,4488,implied_prevalence,accidental,cracked claws,generic,NA,NA,6,99,krivels
33,4743,implied_prevalence,accidental,muddy feathers,generic,NA,NA,7,99,zorbs
33,3936,implied_prevalence,accidental,sore legs,generic,NA,NA,8,99,javs
33,2688,implied_prevalence,accidental,infected ears,generic,NA,NA,9,99,cheebas
33,8471,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,10,99,dorbs
33,7929,implied_prevalence,accidental,wet feathers,generic,NA,NA,11,99,thups
33,7104,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,12,99,daiths
33,2735,implied_prevalence,accidental,wet fur,generic,NA,NA,13,99,blins
33,4769,implied_prevalence,accidental,cracked shells,generic,NA,NA,14,99,morseths
33,2287,implied_prevalence,accidental,itchy tails,generic,NA,NA,15,99,zoovs
33,4689,implied_prevalence,accidental,broken legs,generic,NA,NA,16,99,kweps
33,3303,implied_prevalence,accidental,sore teeth,generic,NA,NA,17,99,frams
33,4921,implied_prevalence,accidental,broken tails,generic,NA,NA,18,99,taifels
33,2775,implied_prevalence,accidental,swollen ears,generic,NA,NA,19,99,mooks
34,10215,implied_prevalence,accidental,broken tails,generic,NA,NA,0,80,luzaks
34,6824,implied_prevalence,accidental,muddy feathers,generic,NA,NA,1,80,morseths
34,5272,implied_prevalence,accidental,wet fur,generic,NA,NA,2,65,zoovs
34,7263,implied_prevalence,accidental,broken legs,generic,NA,NA,3,95,lorches
34,3137,implied_prevalence,accidental,swollen skin,generic,NA,NA,4,100,ollers
34,7471,implied_prevalence,accidental,sore teeth,generic,NA,NA,5,75,zorbs
34,2858,implied_prevalence,accidental,muddy fur,generic,NA,NA,6,65,sapers
34,4095,implied_prevalence,accidental,cracked claws,generic,NA,NA,7,75,ludinos
34,3696,implied_prevalence,accidental,itchy tails,generic,NA,NA,8,65,kazzes
34,4567,implied_prevalence,accidental,fungus-covered scales,generic,NA,NA,9,70,thups
34,4256,implied_prevalence,accidental,itchy skin,generic,NA,NA,10,70,daiths
34,3352,implied_prevalence,accidental,swollen ears,generic,NA,NA,11,95,mooks
34,3499,implied_prevalence,accidental,cracked shells,generic,NA,NA,12,70,reesles
34,4278,implied_prevalence,accidental,rotting teeth,generic,NA,NA,13,75,krivels
34,4360,implied_prevalence,accidental,sore legs,generic,NA,NA,14,65,plovs
34,11328,implied_prevalence,accidental,rotting shells,generic,NA,NA,15,75,trufts
34,5224,implied_prevalence,accidental,fungus-covered claws,generic,NA,NA,16,85,feps
34,3336,implied_prevalence,accidental,infected scales,generic,NA,NA,17,60,ackles
34,2984,implied_prevalence,accidental,infected ears,generic,NA,NA,18,60,noobs
34,2952,implied_prevalence,accidental,wet feathers,generic,NA,NA,19,65,javs
35,10118,truth_conditions,accidental,muddy fur,generic,0,90,NA,True,moxes
35,11892,truth_conditions,accidental,fungus-covered claws,generic,1,90,NA,True,zorbs
35,5751,truth_conditions,accidental,fungus-covered scales,generic,2,70,NA,True,thups
35,5143,truth_conditions,accidental,itchy skin,generic,3,90,NA,True,glippets
35,5168,truth_conditions,accidental,cracked claws,generic,4,70,NA,True,elleps
35,3215,truth_conditions,accidental,broken legs,generic,5,30,NA,False,dorbs
35,3104,truth_conditions,accidental,rotting shells,generic,6,30,NA,False,kweps
35,10472,truth_conditions,accidental,cracked shells,generic,7,50,NA,False,frams
35,3232,truth_conditions,accidental,muddy feathers,generic,8,50,NA,False,plovs
35,2751,truth_conditions,accidental,sore legs,generic,9,70,NA,True,ackles
