workerid,rt,trial_type,stim_type,trial_num,response0,trial_prompt,stim_category0,stim_color,stim_part
12,5715,prior_elicitation,bare,16,40,catprop,frams,silver,stripes
12,10969,prior_elicitation,danger-distinct,17,45,catprop,taifels,purple,tails
12,6299,prior_elicitation,nondistinctive,18,60,catprop,zoovs,green,teeth
12,3588,prior_elicitation,nondistinctive,19,90,catprop,noobs,red,feathers
12,4309,prior_elicitation,bare,20,40,catprop,thups,blue,teeth
12,4804,prior_elicitation,bare,21,50,catprop,glippets,copper,spots
12,4984,prior_elicitation,bare,22,50,catprop,feps,pink,legs
12,4893,prior_elicitation,danger-distinct,23,35,catprop,trufts,green,tails
12,6177,prior_elicitation,nondistinctive,24,45,catprop,daiths,gold,stripes
12,8572,prior_elicitation,danger-distinct,25,50,catprop,krivels,pink,teeth
12,5063,prior_elicitation,bare,26,40,catprop,ludinos,yellow,legs
12,8111,prior_elicitation,danger-distinct,27,100,catprop,cheebas,blue,ears
12,4084,prior_elicitation,nondistinctive,28,60,catprop,javs,purple,shells
12,3667,prior_elicitation,danger-distinct,29,55,catprop,plovs,gold,feathers
13,47120,prior_elicitation,danger-distinct,0,5,catprop,blins,red,scales
13,17637,prior_elicitation,nondistinctive,1,20,catprop,frams,silver,stripes
13,8344,prior_elicitation,nondistinctive,2,20,catprop,daiths,gold,stripes
13,6802,prior_elicitation,nondistinctive,3,20,catprop,krivels,pink,teeth
13,5835,prior_elicitation,nondistinctive,4,20,catprop,dorbs,yellow,scales
13,5392,prior_elicitation,nondistinctive,5,20,catprop,ollers,yellow,fur
13,8091,prior_elicitation,bare,6,0,catprop,ackles,silver,legs
13,7007,prior_elicitation,nondistinctive,7,20,catprop,stups,gold,spots
13,5478,prior_elicitation,nondistinctive,8,20,catprop,thups,blue,teeth
13,5062,prior_elicitation,danger-distinct,9,5,catprop,kazzes,orange,ears
13,10982,prior_elicitation,bare,10,2,catprop,luzaks,orange,shells
13,6336,prior_elicitation,nondistinctive,11,20,catprop,cheebas,blue,ears
13,5634,prior_elicitation,nondistinctive,12,20,catprop,zorbs,orange,tails
13,5394,prior_elicitation,bare,13,5,catprop,sapers,red,spots
13,5454,prior_elicitation,danger-distinct,14,5,catprop,plovs,gold,feathers
13,6945,prior_elicitation,danger-distinct,15,5,catprop,noobs,red,feathers
13,4702,prior_elicitation,nondistinctive,16,20,catprop,javs,purple,shells
13,3999,prior_elicitation,danger-distinct,17,5,catprop,ludinos,yellow,legs
13,6695,prior_elicitation,danger-distinct,18,5,catprop,kweps,copper,fur
13,7414,prior_elicitation,bare,19,5,catprop,glippets,copper,spots
13,4774,prior_elicitation,bare,20,5,catprop,elleps,pink,ears
13,6405,prior_elicitation,danger-distinct,21,5,catprop,taifels,purple,tails
13,4688,prior_elicitation,danger-distinct,22,5,catprop,morseths,silver,fur
13,3398,prior_elicitation,bare,23,0,catprop,zoovs,green,teeth
13,5282,prior_elicitation,danger-distinct,24,5,catprop,lorches,purple,feathers
13,3976,prior_elicitation,bare,25,20,catprop,moxes,green,shells
13,2906,prior_elicitation,bare,26,0,catprop,reesles,blue,scales
13,3867,prior_elicitation,bare,27,5,catprop,trufts,green,tails
13,3305,prior_elicitation,bare,28,20,catprop,mooks,copper,stripes
13,4537,prior_elicitation,danger-distinct,29,5,catprop,feps,pink,legs
14,11323,prior_elicitation,nondistinctive,0,20,catprop,morseths,silver,fur
14,12902,prior_elicitation,bare,1,100,catprop,noobs,red,feathers
14,5201,prior_elicitation,nondistinctive,2,50,catprop,taifels,purple,tails
14,3970,prior_elicitation,nondistinctive,3,10,catprop,zoovs,green,teeth
14,2294,prior_elicitation,nondistinctive,4,30,catprop,ollers,yellow,fur
14,3438,prior_elicitation,danger-distinct,5,40,catprop,blins,red,scales
14,4314,prior_elicitation,danger-distinct,6,100,catprop,ackles,silver,legs
14,3239,prior_elicitation,danger-distinct,7,30,catprop,glippets,copper,spots
14,2721,prior_elicitation,bare,8,50,catprop,ludinos,yellow,legs
14,4075,prior_elicitation,danger-distinct,9,60,catprop,cheebas,blue,ears
14,3423,prior_elicitation,bare,10,100,catprop,krivels,pink,teeth
14,3943,prior_elicitation,nondistinctive,11,30,catprop,kweps,copper,fur
14,2208,prior_elicitation,danger-distinct,12,10,catprop,elleps,pink,ears
14,2487,prior_elicitation,danger-distinct,13,50,catprop,sapers,red,spots
14,2180,prior_elicitation,nondistinctive,14,50,catprop,lorches,purple,feathers
14,2508,prior_elicitation,bare,15,30,catprop,feps,pink,legs
14,2773,prior_elicitation,bare,16,10,catprop,daiths,gold,stripes
14,3341,prior_elicitation,nondistinctive,17,20,catprop,zorbs,orange,tails
14,2684,prior_elicitation,bare,18,50,catprop,plovs,gold,feathers
14,3498,prior_elicitation,bare,19,70,catprop,moxes,green,shells
14,2573,prior_elicitation,nondistinctive,20,60,catprop,luzaks,orange,shells
14,3281,prior_elicitation,bare,21,60,catprop,thups,blue,teeth
14,2964,prior_elicitation,danger-distinct,22,70,catprop,mooks,copper,stripes
14,3200,prior_elicitation,nondistinctive,23,30,catprop,dorbs,yellow,scales
14,2404,prior_elicitation,nondistinctive,24,50,catprop,trufts,green,tails
14,2145,prior_elicitation,danger-distinct,25,60,catprop,kazzes,orange,ears
14,3669,prior_elicitation,bare,26,70,catprop,frams,silver,stripes
14,2709,prior_elicitation,danger-distinct,27,60,catprop,javs,purple,shells
14,3198,prior_elicitation,danger-distinct,28,60,catprop,stups,gold,spots
14,2670,prior_elicitation,bare,29,30,catprop,reesles,blue,scales
15,16713,prior_elicitation,danger-distinct,0,100,catprop,javs,purple,shells
15,7992,prior_elicitation,bare,1,2,catprop,taifels,purple,tails
15,9150,prior_elicitation,bare,2,5,catprop,krivels,pink,teeth
15,11371,prior_elicitation,nondistinctive,3,20,catprop,elleps,pink,ears
15,8762,prior_elicitation,nondistinctive,4,100,catprop,lorches,purple,feathers
15,10476,prior_elicitation,bare,5,80,catprop,glippets,copper,spots
15,6810,prior_elicitation,bare,6,100,catprop,morseths,silver,fur
15,9952,prior_elicitation,nondistinctive,7,60,catprop,frams,silver,stripes
15,27746,prior_elicitation,bare,8,75,catprop,noobs,red,feathers
15,11371,prior_elicitation,danger-distinct,9,100,catprop,kazzes,orange,ears
15,63744,prior_elicitation,nondistinctive,10,100,catprop,ackles,silver,legs
15,10055,prior_elicitation,danger-distinct,11,100,catprop,reesles,blue,scales
15,4977,prior_elicitation,bare,12,30,catprop,sapers,red,spots
15,15372,prior_elicitation,nondistinctive,13,65,catprop,kweps,copper,fur
15,21571,prior_elicitation,nondistinctive,14,5,catprop,cheebas,blue,ears
15,14491,prior_elicitation,danger-distinct,15,10,catprop,ludinos,yellow,legs
15,8508,prior_elicitation,nondistinctive,16,50,catprop,trufts,green,tails
15,5879,prior_elicitation,danger-distinct,17,20,catprop,moxes,green,shells
15,8097,prior_elicitation,danger-distinct,18,10,catprop,mooks,copper,stripes
15,7850,prior_elicitation,nondistinctive,19,40,catprop,luzaks,orange,shells
15,9037,prior_elicitation,danger-distinct,20,5,catprop,blins,red,scales
15,5867,prior_elicitation,nondistinctive,21,35,catprop,zorbs,orange,tails
15,5015,prior_elicitation,bare,22,15,catprop,daiths,gold,stripes
15,6135,prior_elicitation,nondistinctive,23,20,catprop,feps,pink,legs
15,4468,prior_elicitation,bare,24,5,catprop,thups,blue,teeth
15,3849,prior_elicitation,danger-distinct,25,10,catprop,dorbs,yellow,scales
15,5167,prior_elicitation,danger-distinct,26,5,catprop,ollers,yellow,fur
15,4086,prior_elicitation,bare,27,15,catprop,plovs,gold,feathers
15,4810,prior_elicitation,danger-distinct,28,15,catprop,stups,gold,spots
15,3547,prior_elicitation,bare,29,2,catprop,zoovs,green,teeth
16,13882,prior_elicitation,nondistinctive,0,34,catprop,plovs,gold,feathers
16,9575,prior_elicitation,bare,1,28,catprop,frams,silver,stripes
16,15523,prior_elicitation,bare,2,26,catprop,kweps,copper,fur
16,6638,prior_elicitation,nondistinctive,3,54,catprop,taifels,purple,tails
16,5439,prior_elicitation,nondistinctive,4,46,catprop,stups,gold,spots
16,7039,prior_elicitation,bare,5,18,catprop,zorbs,orange,tails
16,4833,prior_elicitation,bare,6,17,catprop,javs,purple,shells
16,6485,prior_elicitation,bare,7,21,catprop,krivels,pink,teeth
16,4018,prior_elicitation,nondistinctive,8,45,catprop,cheebas,blue,ears
16,5570,prior_elicitation,danger-distinct,9,42,catprop,mooks,copper,stripes
16,6899,prior_elicitation,danger-distinct,10,9,catprop,elleps,pink,ears
16,5053,prior_elicitation,nondistinctive,11,37,catprop,thups,blue,teeth
16,4386,prior_elicitation,bare,12,42,catprop,reesles,blue,scales
16,3704,prior_elicitation,danger-distinct,13,7,catprop,moxes,green,shells
16,4891,prior_elicitation,bare,14,27,catprop,lorches,purple,feathers
16,4311,prior_elicitation,danger-distinct,15,9,catprop,sapers,red,spots
16,4271,prior_elicitation,nondistinctive,16,34,catprop,glippets,copper,spots
16,3956,prior_elicitation,nondistinctive,17,43,catprop,kazzes,orange,ears
16,4648,prior_elicitation,nondistinctive,18,32,catprop,morseths,silver,fur
16,4075,prior_elicitation,bare,19,11,catprop,luzaks,orange,shells
16,4336,prior_elicitation,danger-distinct,20,6,catprop,daiths,gold,stripes
16,4127,prior_elicitation,danger-distinct,21,8,catprop,ollers,yellow,fur
16,3327,prior_elicitation,danger-distinct,22,7,catprop,feps,pink,legs
16,7772,prior_elicitation,nondistinctive,23,22,catprop,ludinos,yellow,legs
16,4885,prior_elicitation,bare,24,14,catprop,blins,red,scales
16,3683,prior_elicitation,danger-distinct,25,9,catprop,trufts,green,tails
16,4237,prior_elicitation,nondistinctive,26,33,catprop,noobs,red,feathers
16,5507,prior_elicitation,bare,27,21,catprop,ackles,silver,legs
16,4204,prior_elicitation,danger-distinct,28,8,catprop,dorbs,yellow,scales
16,3127,prior_elicitation,danger-distinct,29,7,catprop,zoovs,green,teeth
17,29581,prior_elicitation,nondistinctive,0,35,catprop,kazzes,orange,ears
17,21483,prior_elicitation,nondistinctive,1,10,catprop,javs,purple,shells
17,9732,prior_elicitation,bare,2,5,catprop,zorbs,orange,tails
17,16150,prior_elicitation,danger-distinct,3,1,catprop,reesles,blue,scales
17,23215,prior_elicitation,danger-distinct,4,10,catprop,feps,pink,legs
17,19166,prior_elicitation,nondistinctive,5,20,catprop,sapers,red,spots
17,9733,prior_elicitation,danger-distinct,6,10,catprop,trufts,green,tails
17,14982,prior_elicitation,danger-distinct,7,5,catprop,morseths,silver,fur
17,11809,prior_elicitation,bare,8,9,catprop,luzaks,orange,shells
17,14309,prior_elicitation,danger-distinct,9,15,catprop,kweps,copper,fur
17,12632,prior_elicitation,danger-distinct,10,50,catprop,elleps,pink,ears
17,8501,prior_elicitation,nondistinctive,11,75,catprop,noobs,red,feathers
17,5265,prior_elicitation,nondistinctive,12,25,catprop,frams,silver,stripes
17,7232,prior_elicitation,danger-distinct,13,80,catprop,glippets,copper,spots
17,7636,prior_elicitation,danger-distinct,14,40,catprop,stups,gold,spots
17,5413,prior_elicitation,bare,15,20,catprop,moxes,green,shells
17,8351,prior_elicitation,bare,16,45,catprop,dorbs,yellow,scales
17,7032,prior_elicitation,nondistinctive,17,60,catprop,taifels,purple,tails
17,8784,prior_elicitation,bare,18,19,catprop,plovs,gold,feathers
17,5051,prior_elicitation,bare,19,50,catprop,ludinos,yellow,legs
17,7217,prior_elicitation,nondistinctive,20,43,catprop,thups,blue,teeth
17,10167,prior_elicitation,bare,21,33,catprop,zoovs,green,teeth
17,6097,prior_elicitation,nondistinctive,22,65,catprop,ackles,silver,legs
17,4167,prior_elicitation,nondistinctive,23,42,catprop,mooks,copper,stripes
17,11165,prior_elicitation,danger-distinct,24,30,catprop,krivels,pink,teeth
17,27549,prior_elicitation,nondistinctive,25,25,catprop,ollers,yellow,fur
17,5949,prior_elicitation,bare,26,35,catprop,lorches,purple,feathers
17,6350,prior_elicitation,danger-distinct,27,50,catprop,daiths,gold,stripes
17,4933,prior_elicitation,bare,28,25,catprop,blins,red,scales
17,5100,prior_elicitation,bare,29,45,catprop,cheebas,blue,ears
18,19859,prior_elicitation,danger-distinct,0,10,catprop,trufts,green,tails
18,12477,prior_elicitation,nondistinctive,1,30,catprop,moxes,green,shells
18,11457,prior_elicitation,bare,2,10,catprop,morseths,silver,fur
18,9318,prior_elicitation,nondistinctive,3,30,catprop,javs,purple,shells
18,8269,prior_elicitation,nondistinctive,4,20,catprop,ackles,silver,legs
18,8216,prior_elicitation,bare,5,10,catprop,stups,gold,spots
18,4806,prior_elicitation,bare,6,10,catprop,ludinos,yellow,legs
18,5816,prior_elicitation,nondistinctive,7,20,catprop,sapers,red,spots
18,6495,prior_elicitation,nondistinctive,8,20,catprop,zoovs,green,teeth
18,10125,prior_elicitation,danger-distinct,9,10,catprop,cheebas,blue,ears
18,10497,prior_elicitation,danger-distinct,10,10,catprop,zorbs,orange,tails
18,5449,prior_elicitation,bare,11,10,catprop,mooks,copper,stripes
18,5012,prior_elicitation,nondistinctive,12,20,catprop,elleps,pink,ears
18,6085,prior_elicitation,bare,13,10,catprop,kazzes,orange,ears
18,6312,prior_elicitation,nondistinctive,14,20,catprop,blins,red,scales
18,5357,prior_elicitation,bare,15,10,catprop,frams,silver,stripes
18,3367,prior_elicitation,bare,16,10,catprop,taifels,purple,tails
18,12158,prior_elicitation,danger-distinct,17,10,catprop,luzaks,orange,shells
18,8693,prior_elicitation,danger-distinct,18,10,catprop,feps,pink,legs
18,7140,prior_elicitation,danger-distinct,19,10,catprop,reesles,blue,scales
18,6344,prior_elicitation,nondistinctive,20,20,catprop,kweps,copper,fur
18,4967,prior_elicitation,bare,21,10,catprop,lorches,purple,feathers
18,3580,prior_elicitation,bare,22,10,catprop,plovs,gold,feathers
18,3364,prior_elicitation,danger-distinct,23,10,catprop,noobs,red,feathers
18,2893,prior_elicitation,danger-distinct,24,10,catprop,dorbs,yellow,scales
18,3841,prior_elicitation,nondistinctive,25,20,catprop,glippets,copper,spots
18,3222,prior_elicitation,danger-distinct,26,10,catprop,ollers,yellow,fur
18,4590,prior_elicitation,nondistinctive,27,20,catprop,thups,blue,teeth
18,6183,prior_elicitation,bare,28,10,catprop,daiths,gold,stripes
18,4537,prior_elicitation,danger-distinct,29,10,catprop,krivels,pink,teeth
19,9555,prior_elicitation,nondistinctive,0,25,catprop,elleps,pink,ears
19,6801,prior_elicitation,bare,1,25,catprop,dorbs,yellow,scales
19,7796,prior_elicitation,bare,2,10,catprop,stups,gold,spots
19,4158,prior_elicitation,bare,3,25,catprop,ackles,silver,legs
19,6775,prior_elicitation,nondistinctive,4,30,catprop,krivels,pink,teeth
19,9100,prior_elicitation,nondistinctive,5,50,catprop,morseths,silver,fur
19,3164,prior_elicitation,bare,6,65,catprop,cheebas,blue,ears
19,3645,prior_elicitation,nondistinctive,7,80,catprop,plovs,gold,feathers
19,4274,prior_elicitation,danger-distinct,8,25,catprop,blins,red,scales
19,4185,prior_elicitation,bare,9,12,catprop,ludinos,yellow,legs
19,2717,prior_elicitation,nondistinctive,10,10,catprop,sapers,red,spots
19,3755,prior_elicitation,nondistinctive,11,15,catprop,trufts,green,tails
19,3958,prior_elicitation,danger-distinct,12,50,catprop,zoovs,green,teeth
19,2272,prior_elicitation,danger-distinct,13,60,catprop,mooks,copper,stripes
19,2989,prior_elicitation,nondistinctive,14,45,catprop,thups,blue,teeth
19,1777,prior_elicitation,danger-distinct,15,25,catprop,ollers,yellow,fur
19,4000,prior_elicitation,danger-distinct,16,75,catprop,noobs,red,feathers
19,3016,prior_elicitation,danger-distinct,17,85,catprop,lorches,purple,feathers
19,2950,prior_elicitation,bare,18,25,catprop,luzaks,orange,shells
19,4269,prior_elicitation,danger-distinct,19,10,catprop,reesles,blue,scales
19,2926,prior_elicitation,nondistinctive,20,10,catprop,glippets,copper,spots
19,3003,prior_elicitation,bare,21,90,catprop,taifels,purple,tails
19,3319,prior_elicitation,bare,22,100,catprop,kweps,copper,fur
19,2651,prior_elicitation,danger-distinct,23,95,catprop,frams,silver,stripes
19,2003,prior_elicitation,nondistinctive,24,10,catprop,feps,pink,legs
19,2287,prior_elicitation,danger-distinct,25,28,catprop,zorbs,orange,tails
19,2164,prior_elicitation,nondistinctive,26,45,catprop,daiths,gold,stripes
19,2840,prior_elicitation,danger-distinct,27,50,catprop,moxes,green,shells
19,10609,prior_elicitation,bare,28,50,catprop,javs,purple,shells
19,3288,prior_elicitation,bare,29,67,catprop,kazzes,orange,ears
20,11132,prior_elicitation,danger-distinct,0,50,catprop,morseths,silver,fur
20,24925,prior_elicitation,nondistinctive,1,25,catprop,elleps,pink,ears
20,56262,prior_elicitation,danger-distinct,2,40,catprop,taifels,purple,tails
20,8376,prior_elicitation,bare,3,50,catprop,mooks,copper,stripes
20,52878,prior_elicitation,danger-distinct,4,70,catprop,plovs,gold,feathers
20,5415,prior_elicitation,nondistinctive,5,20,catprop,ollers,yellow,fur
20,28125,prior_elicitation,danger-distinct,6,30,catprop,glippets,copper,spots
20,4106,prior_elicitation,danger-distinct,7,50,catprop,feps,pink,legs
20,6382,prior_elicitation,nondistinctive,8,60,catprop,zorbs,orange,tails
20,3816,prior_elicitation,nondistinctive,9,20,catprop,kweps,copper,fur
20,4927,prior_elicitation,nondistinctive,10,10,catprop,cheebas,blue,ears
20,5103,prior_elicitation,nondistinctive,11,50,catprop,javs,purple,shells
20,3343,prior_elicitation,bare,12,40,catprop,frams,silver,stripes
20,54095,prior_elicitation,bare,13,60,catprop,stups,gold,spots
20,2560,prior_elicitation,bare,14,40,catprop,zoovs,green,teeth
20,8343,prior_elicitation,danger-distinct,15,70,catprop,sapers,red,spots
20,7175,prior_elicitation,nondistinctive,16,60,catprop,krivels,pink,teeth
20,3920,prior_elicitation,bare,17,20,catprop,thups,blue,teeth
20,5711,prior_elicitation,nondistinctive,18,90,catprop,dorbs,yellow,scales
20,4655,prior_elicitation,danger-distinct,19,50,catprop,lorches,purple,feathers
20,3743,prior_elicitation,bare,20,30,catprop,luzaks,orange,shells
20,4431,prior_elicitation,danger-distinct,21,80,catprop,noobs,red,feathers
20,3791,prior_elicitation,bare,22,20,catprop,kazzes,orange,ears
20,9839,prior_elicitation,bare,23,20,catprop,trufts,green,tails
20,4759,prior_elicitation,nondistinctive,24,50,catprop,blins,red,scales
20,4038,prior_elicitation,danger-distinct,25,60,catprop,moxes,green,shells
20,3600,prior_elicitation,nondistinctive,26,10,catprop,reesles,blue,scales
20,4992,prior_elicitation,bare,27,70,catprop,ludinos,yellow,legs
20,2710,prior_elicitation,bare,28,40,catprop,ackles,silver,legs
20,4480,prior_elicitation,danger-distinct,29,20,catprop,daiths,gold,stripes
21,48112,prior_elicitation,nondistinctive,0,100,catprop,kweps,copper,fur
21,22133,prior_elicitation,nondistinctive,1,100,catprop,thups,blue,teeth
21,12591,prior_elicitation,bare,2,50,catprop,zorbs,orange,tails
21,24344,prior_elicitation,danger-distinct,3,100,catprop,stups,gold,spots
21,14379,prior_elicitation,nondistinctive,4,100,catprop,morseths,silver,fur
21,14886,prior_elicitation,nondistinctive,5,100,catprop,luzaks,orange,shells
21,15649,prior_elicitation,danger-distinct,6,100,catprop,glippets,copper,spots
21,11656,prior_elicitation,danger-distinct,7,100,catprop,mooks,copper,stripes
21,8352,prior_elicitation,nondistinctive,8,100,catprop,javs,purple,shells
21,11909,prior_elicitation,bare,9,50,catprop,ludinos,yellow,legs
21,6067,prior_elicitation,bare,10,50,catprop,reesles,blue,scales
21,6868,prior_elicitation,bare,11,50,catprop,sapers,red,spots
21,9292,prior_elicitation,bare,12,100,catprop,ackles,silver,legs
21,5044,prior_elicitation,bare,13,100,catprop,blins,red,scales
21,9021,prior_elicitation,danger-distinct,14,100,catprop,krivels,pink,teeth
21,7718,prior_elicitation,bare,15,50,catprop,zoovs,green,teeth
21,5539,prior_elicitation,bare,16,50,catprop,cheebas,blue,ears
21,5538,prior_elicitation,bare,17,50,catprop,dorbs,yellow,scales
21,6370,prior_elicitation,nondistinctive,18,100,catprop,ollers,yellow,fur
21,5788,prior_elicitation,bare,19,50,catprop,lorches,purple,feathers
21,8719,prior_elicitation,danger-distinct,20,100,catprop,elleps,pink,ears
21,4438,prior_elicitation,nondistinctive,21,100,catprop,trufts,green,tails
21,9778,prior_elicitation,danger-distinct,22,100,catprop,moxes,green,shells
21,6556,prior_elicitation,nondistinctive,23,100,catprop,feps,pink,legs
21,10200,prior_elicitation,danger-distinct,24,100,catprop,frams,silver,stripes
21,4888,prior_elicitation,nondistinctive,25,100,catprop,noobs,red,feathers
21,7238,prior_elicitation,danger-distinct,26,100,catprop,plovs,gold,feathers
21,8375,prior_elicitation,nondistinctive,27,100,catprop,daiths,gold,stripes
21,5818,prior_elicitation,danger-distinct,28,100,catprop,taifels,purple,tails
21,4218,prior_elicitation,danger-distinct,29,100,catprop,kazzes,orange,ears
22,14423,prior_elicitation,nondistinctive,0,40,catprop,reesles,blue,scales
22,4284,prior_elicitation,danger-distinct,1,65,catprop,glippets,copper,spots
22,5745,prior_elicitation,nondistinctive,2,90,catprop,taifels,purple,tails
22,5224,prior_elicitation,nondistinctive,3,95,catprop,blins,red,scales
22,3063,prior_elicitation,danger-distinct,4,80,catprop,plovs,gold,feathers
22,2306,prior_elicitation,danger-distinct,5,75,catprop,noobs,red,feathers
22,6440,prior_elicitation,bare,6,5,catprop,ludinos,yellow,legs
22,7003,prior_elicitation,danger-distinct,7,80,catprop,ackles,silver,legs
22,4220,prior_elicitation,danger-distinct,8,75,catprop,moxes,green,shells
22,3875,prior_elicitation,nondistinctive,9,70,catprop,feps,pink,legs
22,3875,prior_elicitation,danger-distinct,10,90,catprop,krivels,pink,teeth
22,2633,prior_elicitation,nondistinctive,11,85,catprop,elleps,pink,ears
22,4273,prior_elicitation,danger-distinct,12,80,catprop,zorbs,orange,tails
22,9283,prior_elicitation,bare,13,5,catprop,morseths,silver,fur
22,4150,prior_elicitation,bare,14,3,catprop,lorches,purple,feathers
22,4886,prior_elicitation,nondistinctive,15,80,catprop,stups,gold,spots
22,4543,prior_elicitation,nondistinctive,16,65,catprop,zoovs,green,teeth
22,6893,prior_elicitation,danger-distinct,17,90,catprop,thups,blue,teeth
22,3687,prior_elicitation,danger-distinct,18,95,catprop,javs,purple,shells
22,5985,prior_elicitation,bare,19,10,catprop,ollers,yellow,fur
22,2789,prior_elicitation,bare,20,5,catprop,sapers,red,spots
22,4440,prior_elicitation,nondistinctive,21,80,catprop,daiths,gold,stripes
22,3786,prior_elicitation,nondistinctive,22,90,catprop,trufts,green,tails
22,3817,prior_elicitation,bare,23,3,catprop,cheebas,blue,ears
22,4129,prior_elicitation,nondistinctive,24,80,catprop,kazzes,orange,ears
22,5730,prior_elicitation,bare,25,10,catprop,dorbs,yellow,scales
22,2870,prior_elicitation,bare,26,3,catprop,kweps,copper,fur
22,3292,prior_elicitation,bare,27,5,catprop,luzaks,orange,shells
22,3567,prior_elicitation,bare,28,3,catprop,frams,silver,stripes
22,4597,prior_elicitation,danger-distinct,29,80,catprop,mooks,copper,stripes
23,42479,prior_elicitation,danger-distinct,0,2,catprop,blins,red,scales
23,5912,prior_elicitation,bare,1,50,catprop,ollers,yellow,fur
23,9711,prior_elicitation,nondistinctive,2,10,catprop,moxes,green,shells
23,7895,prior_elicitation,bare,3,60,catprop,lorches,purple,feathers
23,7600,prior_elicitation,nondistinctive,4,50,catprop,frams,silver,stripes
23,4929,prior_elicitation,nondistinctive,5,70,catprop,sapers,red,spots
23,5592,prior_elicitation,bare,6,40,catprop,ludinos,yellow,legs
23,4127,prior_elicitation,danger-distinct,7,50,catprop,reesles,blue,scales
23,5016,prior_elicitation,nondistinctive,8,10,catprop,krivels,pink,teeth
23,4024,prior_elicitation,nondistinctive,9,0,catprop,noobs,red,feathers
23,3632,prior_elicitation,bare,10,15,catprop,zorbs,orange,tails
23,6392,prior_elicitation,danger-distinct,11,20,catprop,trufts,green,tails
23,5904,prior_elicitation,nondistinctive,12,60,catprop,feps,pink,legs
23,3281,prior_elicitation,danger-distinct,13,70,catprop,luzaks,orange,shells
23,3839,prior_elicitation,nondistinctive,14,30,catprop,daiths,gold,stripes
23,4192,prior_elicitation,nondistinctive,15,60,catprop,cheebas,blue,ears
23,2960,prior_elicitation,danger-distinct,16,60,catprop,thups,blue,teeth
23,6800,prior_elicitation,bare,17,80,catprop,zoovs,green,teeth
23,3632,prior_elicitation,bare,18,75,catprop,plovs,gold,feathers
23,5016,prior_elicitation,bare,19,40,catprop,ackles,silver,legs
23,5040,prior_elicitation,danger-distinct,20,50,catprop,elleps,pink,ears
23,2488,prior_elicitation,danger-distinct,21,30,catprop,glippets,copper,spots
23,3863,prior_elicitation,bare,22,30,catprop,stups,gold,spots
23,3232,prior_elicitation,danger-distinct,23,50,catprop,mooks,copper,stripes
23,3265,prior_elicitation,danger-distinct,24,40,catprop,taifels,purple,tails
23,14296,prior_elicitation,bare,25,25,catprop,kweps,copper,fur
23,3942,prior_elicitation,nondistinctive,26,45,catprop,dorbs,yellow,scales
23,7599,prior_elicitation,bare,27,60,catprop,kazzes,orange,ears
23,2824,prior_elicitation,nondistinctive,28,10,catprop,javs,purple,shells
23,3673,prior_elicitation,danger-distinct,29,15,catprop,morseths,silver,fur
24,32374,prior_elicitation,nondistinctive,0,50,catprop,krivels,pink,teeth
24,12871,prior_elicitation,nondistinctive,1,30,catprop,plovs,gold,feathers
24,22685,prior_elicitation,danger-distinct,2,5,catprop,morseths,silver,fur
24,16212,prior_elicitation,danger-distinct,3,3,catprop,luzaks,orange,shells
24,11048,prior_elicitation,danger-distinct,4,5,catprop,thups,blue,teeth
24,15857,prior_elicitation,bare,5,5,catprop,dorbs,yellow,scales
24,11887,prior_elicitation,nondistinctive,6,20,catprop,sapers,red,spots
24,8141,prior_elicitation,nondistinctive,7,10,catprop,blins,red,scales
24,8806,prior_elicitation,nondistinctive,8,10,catprop,ackles,silver,legs
24,10018,prior_elicitation,bare,9,5,catprop,mooks,copper,stripes
24,4740,prior_elicitation,bare,10,5,catprop,daiths,gold,stripes
24,15678,prior_elicitation,bare,11,5,catprop,feps,pink,legs
24,19121,prior_elicitation,danger-distinct,12,5,catprop,cheebas,blue,ears
24,10738,prior_elicitation,danger-distinct,13,5,catprop,elleps,pink,ears
24,13252,prior_elicitation,danger-distinct,14,5,catprop,glippets,copper,spots
24,11329,prior_elicitation,danger-distinct,15,5,catprop,kazzes,orange,ears
24,8645,prior_elicitation,bare,16,5,catprop,javs,purple,shells
24,6607,prior_elicitation,nondistinctive,17,10,catprop,zorbs,orange,tails
24,6811,prior_elicitation,nondistinctive,18,5,catprop,reesles,blue,scales
24,8163,prior_elicitation,bare,19,5,catprop,ludinos,yellow,legs
24,4139,prior_elicitation,bare,20,5,catprop,kweps,copper,fur
24,6069,prior_elicitation,nondistinctive,21,10,catprop,moxes,green,shells
24,6522,prior_elicitation,danger-distinct,22,10,catprop,lorches,purple,feathers
24,7509,prior_elicitation,danger-distinct,23,5,catprop,noobs,red,feathers
24,6590,prior_elicitation,nondistinctive,24,10,catprop,stups,gold,spots
24,4369,prior_elicitation,bare,25,5,catprop,frams,silver,stripes
24,10149,prior_elicitation,bare,26,5,catprop,zoovs,green,teeth
24,10236,prior_elicitation,danger-distinct,27,5,catprop,taifels,purple,tails
24,6862,prior_elicitation,bare,28,5,catprop,ollers,yellow,fur
24,9131,prior_elicitation,nondistinctive,29,10,catprop,trufts,green,tails
25,155226,prior_elicitation,danger-distinct,0,40,catprop,krivels,pink,teeth
25,4193,prior_elicitation,nondistinctive,1,30,catprop,reesles,blue,scales
25,5409,prior_elicitation,danger-distinct,2,6,catprop,stups,gold,spots
25,7528,prior_elicitation,nondistinctive,3,40,catprop,kweps,copper,fur
