Parameter,Item,Prevalence,Value,Probability
accidental_low,response0,delta,1.4163434272632003,0.00008000000000000086
accidental_low,response1,gamma,0.20955832256004214,0.00008000000000000086
accidental_low,response1,delta,3.6442563869059086,0.00008000000000000086
part,response0,gamma,0.7990403070580214,0.00008000000000000086
part,response0,delta,2.7808688580989838,0.00008000000000000086
part,response1,gamma,0.8874397163745016,0.00008000000000000086
part,response1,delta,3.8364809122867882,0.00008000000000000086
accidental_high,response0,gamma,0.48065580264665186,0.00008000000000000086
accidental_high,response0,delta,1.6718690749257803,0.00008000000000000086
accidental_high,response1,gamma,0.37964668357744813,0.00008000000000000086
accidental_high,response1,delta,1.982456783298403,0.00008000000000000086
color,response0,gamma,0.45052600908093154,0.00016000000000000172
color,response0,delta,1.5224708942696452,0.00016000000000000172
color,response1,gamma,0.6150799125898629,0.00016000000000000172
color,response1,delta,1.3623540522530675,0.00016000000000000172
vague,response0,gamma,0.6475953937042505,0.00016000000000000172
vague,response0,delta,2.9427594621665776,0.00016000000000000172
vague,response1,gamma,0.7512733393814415,0.00016000000000000172
vague,response1,delta,2.332127990666777,0.00016000000000000172
accidental_low,response0,gamma,0.39143397798761725,0.00016000000000000172
accidental_low,response0,delta,1.4163434272632003,0.00016000000000000172
accidental_low,response1,gamma,0.20955832256004214,0.00016000000000000172
accidental_low,response1,delta,3.6442563869059086,0.00016000000000000172
part,response0,gamma,0.7990403070580214,0.00016000000000000172
part,response0,delta,2.7808688580989838,0.00016000000000000172
part,response1,gamma,0.8874397163745016,0.00016000000000000172
part,response1,delta,3.8364809122867882,0.00016000000000000172
accidental_high,response0,gamma,0.48065580264665186,0.00016000000000000172
accidental_high,response0,delta,1.6718690749257803,0.00016000000000000172
accidental_high,response1,gamma,0.37964668357744813,0.00016000000000000172
accidental_high,response1,delta,1.982456783298403,0.00016000000000000172
color,response0,gamma,0.45052600908093154,0.00046000000000000484
color,response0,delta,1.7717118724249303,0.00046000000000000484
color,response1,gamma,0.6150799125898629,0.00046000000000000484
color,response1,delta,1.3623540522530675,0.00046000000000000484
vague,response0,gamma,0.6475953937042505,0.00046000000000000484
vague,response0,delta,2.9427594621665776,0.00046000000000000484
vague,response1,gamma,0.7512733393814415,0.00046000000000000484
vague,response1,delta,2.332127990666777,0.00046000000000000484
accidental_low,response0,gamma,0.39143397798761725,0.00046000000000000484
accidental_low,response0,delta,1.4163434272632003,0.00046000000000000484
accidental_low,response1,gamma,0.20955832256004214,0.00046000000000000484
accidental_low,response1,delta,3.6442563869059086,0.00046000000000000484
part,response0,gamma,0.7990403070580214,0.00046000000000000484
part,response0,delta,2.7808688580989838,0.00046000000000000484
part,response1,gamma,0.8874397163745016,0.00046000000000000484
part,response1,delta,3.8364809122867882,0.00046000000000000484
accidental_high,response0,gamma,0.48065580264665186,0.00046000000000000484
accidental_high,response0,delta,1.6718690749257803,0.00046000000000000484
accidental_high,response1,gamma,0.37964668357744813,0.00046000000000000484
accidental_high,response1,delta,1.982456783298403,0.00046000000000000484
color,response0,gamma,0.45052600908093154,0.0003000000000000033
color,response0,delta,1.7717118724249303,0.0003000000000000033
color,response1,gamma,0.6150799125898629,0.0003000000000000033
color,response1,delta,1.3623540522530675,0.0003000000000000033
vague,response0,gamma,0.6475953937042505,0.0003000000000000033
vague,response0,delta,2.9427594621665776,0.0003000000000000033
vague,response1,gamma,0.7512733393814415,0.0003000000000000033
vague,response1,delta,2.332127990666777,0.0003000000000000033
accidental_low,response0,gamma,0.39143397798761725,0.0003000000000000033
accidental_low,response0,delta,1.4163434272632003,0.0003000000000000033
accidental_low,response1,gamma,0.20955832256004214,0.0003000000000000033
accidental_low,response1,delta,3.6442563869059086,0.0003000000000000033
part,response0,gamma,0.7990403070580214,0.0003000000000000033
part,response0,delta,2.7808688580989838,0.0003000000000000033
part,response1,gamma,0.8872032086364925,0.0003000000000000033
part,response1,delta,3.8364809122867882,0.0003000000000000033
accidental_high,response0,gamma,0.48065580264665186,0.0003000000000000033
accidental_high,response0,delta,1.6718690749257803,0.0003000000000000033
accidental_high,response1,gamma,0.37964668357744813,0.0003000000000000033
accidental_high,response1,delta,1.982456783298403,0.0003000000000000033
color,response0,gamma,0.45052600908093154,0.0017200000000000175
color,response0,delta,1.7717118724249303,0.0017200000000000175
color,response1,gamma,0.6297631089109927,0.0017200000000000175
color,response1,delta,1.3623540522530675,0.0017200000000000175
vague,response0,gamma,0.6475953937042505,0.0017200000000000175
vague,response0,delta,2.9427594621665776,0.0017200000000000175
vague,response1,gamma,0.7512733393814415,0.0017200000000000175
vague,response1,delta,2.332127990666777,0.0017200000000000175
accidental_low,response0,gamma,0.39143397798761725,0.0017200000000000175
accidental_low,response0,delta,1.4163434272632003,0.0017200000000000175
accidental_low,response1,gamma,0.20955832256004214,0.0017200000000000175
accidental_low,response1,delta,3.6442563869059086,0.0017200000000000175
part,response0,gamma,0.7990403070580214,0.0017200000000000175
part,response0,delta,2.7808688580989838,0.0017200000000000175
part,response1,gamma,0.8872032086364925,0.0017200000000000175
part,response1,delta,3.8364809122867882,0.0017200000000000175
accidental_high,response0,gamma,0.48065580264665186,0.0017200000000000175
accidental_high,response0,delta,1.6718690749257803,0.0017200000000000175
accidental_high,response1,gamma,0.37964668357744813,0.0017200000000000175
accidental_high,response1,delta,1.982456783298403,0.0017200000000000175
color,response0,gamma,0.4295042413286865,0.000020000000000000212
color,response0,delta,1.7717118724249303,0.000020000000000000212
color,response1,gamma,0.6297631089109927,0.000020000000000000212
color,response1,delta,1.3623540522530675,0.000020000000000000212
vague,response0,gamma,0.6475953937042505,0.000020000000000000212
vague,response0,delta,2.9427594621665776,0.000020000000000000212
vague,response1,gamma,0.7512733393814415,0.000020000000000000212
vague,response1,delta,2.332127990666777,0.000020000000000000212
accidental_low,response0,gamma,0.39143397798761725,0.000020000000000000212
accidental_low,response0,delta,1.4163434272632003,0.000020000000000000212
accidental_low,response1,gamma,0.20955832256004214,0.000020000000000000212
accidental_low,response1,delta,3.6442563869059086,0.000020000000000000212
part,response0,gamma,0.7990403070580214,0.000020000000000000212
part,response0,delta,2.7808688580989838,0.000020000000000000212
part,response1,gamma,0.8872032086364925,0.000020000000000000212
part,response1,delta,3.8364809122867882,0.000020000000000000212
accidental_high,response0,gamma,0.48065580264665186,0.000020000000000000212
accidental_high,response0,delta,1.6718690749257803,0.000020000000000000212
accidental_high,response1,gamma,0.37964668357744813,0.000020000000000000212
accidental_high,response1,delta,1.982456783298403,0.000020000000000000212
color,response0,gamma,0.4295042413286865,0.0011200000000000123
color,response0,delta,1.7717118724249303,0.0011200000000000123
color,response1,gamma,0.6297631089109927,0.0011200000000000123
color,response1,delta,1.3623540522530675,0.0011200000000000123
vague,response0,gamma,0.6475953937042505,0.0011200000000000123
vague,response0,delta,2.9427594621665776,0.0011200000000000123
vague,response1,gamma,0.7512733393814415,0.0011200000000000123
vague,response1,delta,2.332127990666777,0.0011200000000000123
accidental_low,response0,gamma,0.41755304601974785,0.0011200000000000123
accidental_low,response0,delta,1.4163434272632003,0.0011200000000000123
accidental_low,response1,gamma,0.20955832256004214,0.0011200000000000123
accidental_low,response1,delta,3.6442563869059086,0.0011200000000000123
part,response0,gamma,0.7990403070580214,0.0011200000000000123
part,response0,delta,2.7808688580989838,0.0011200000000000123
part,response1,gamma,0.8872032086364925,0.0011200000000000123
part,response1,delta,3.8364809122867882,0.0011200000000000123
accidental_high,response0,gamma,0.48065580264665186,0.0011200000000000123
accidental_high,response0,delta,1.6718690749257803,0.0011200000000000123
accidental_high,response1,gamma,0.37964668357744813,0.0011200000000000123
accidental_high,response1,delta,1.982456783298403,0.0011200000000000123
color,response0,gamma,0.4295042413286865,0.00008000000000000086
color,response0,delta,1.7717118724249303,0.00008000000000000086
color,response1,gamma,0.6297631089109927,0.00008000000000000086
color,response1,delta,1.3623540522530675,0.00008000000000000086
vague,response0,gamma,0.6475953937042505,0.00008000000000000086
vague,response0,delta,2.9427594621665776,0.00008000000000000086
vague,response1,gamma,0.7512733393814415,0.00008000000000000086
vague,response1,delta,2.332127990666777,0.00008000000000000086
accidental_low,response0,gamma,0.41755304601974785,0.00008000000000000086
accidental_low,response0,delta,1.4163434272632003,0.00008000000000000086
accidental_low,response1,gamma,0.20955832256004214,0.00008000000000000086
accidental_low,response1,delta,3.6442563869059086,0.00008000000000000086
part,response0,gamma,0.7844048438128084,0.00008000000000000086
part,response0,delta,2.7808688580989838,0.00008000000000000086
part,response1,gamma,0.8872032086364925,0.00008000000000000086
part,response1,delta,3.8364809122867882,0.00008000000000000086
accidental_high,response0,gamma,0.48065580264665186,0.00008000000000000086
accidental_high,response0,delta,1.6718690749257803,0.00008000000000000086
accidental_high,response1,gamma,0.37964668357744813,0.00008000000000000086
accidental_high,response1,delta,1.982456783298403,0.00008000000000000086
color,response0,gamma,0.4295042413286865,0.00046000000000000484
color,response0,delta,1.7717118724249303,0.00046000000000000484
color,response1,gamma,0.5694629084318876,0.00046000000000000484
color,response1,delta,1.3623540522530675,0.00046000000000000484
vague,response0,gamma,0.6475953937042505,0.00046000000000000484
vague,response0,delta,2.9427594621665776,0.00046000000000000484
vague,response1,gamma,0.7512733393814415,0.00046000000000000484
vague,response1,delta,2.332127990666777,0.00046000000000000484
accidental_low,response0,gamma,0.41755304601974785,0.00046000000000000484
accidental_low,response0,delta,1.4163434272632003,0.00046000000000000484
accidental_low,response1,gamma,0.20955832256004214,0.00046000000000000484
accidental_low,response1,delta,3.6442563869059086,0.00046000000000000484
part,response0,gamma,0.7844048438128084,0.00046000000000000484
part,response0,delta,2.7808688580989838,0.00046000000000000484
part,response1,gamma,0.8872032086364925,0.00046000000000000484
part,response1,delta,3.8364809122867882,0.00046000000000000484
accidental_high,response0,gamma,0.48065580264665186,0.00046000000000000484
accidental_high,response0,delta,1.6718690749257803,0.00046000000000000484
accidental_high,response1,gamma,0.37964668357744813,0.00046000000000000484
accidental_high,response1,delta,1.982456783298403,0.00046000000000000484
color,response0,gamma,0.4295042413286865,0.0003600000000000037
color,response0,delta,1.7717118724249303,0.0003600000000000037
color,response1,gamma,0.6188455212395638,0.0003600000000000037
color,response1,delta,1.3623540522530675,0.0003600000000000037
vague,response0,gamma,0.6475953937042505,0.0003600000000000037
vague,response0,delta,2.9427594621665776,0.0003600000000000037
vague,response1,gamma,0.7512733393814415,0.0003600000000000037
vague,response1,delta,2.332127990666777,0.0003600000000000037
accidental_low,response0,gamma,0.41755304601974785,0.0003600000000000037
accidental_low,response0,delta,1.4163434272632003,0.0003600000000000037
accidental_low,response1,gamma,0.20955832256004214,0.0003600000000000037
accidental_low,response1,delta,3.6442563869059086,0.0003600000000000037
part,response0,gamma,0.7844048438128084,0.0003600000000000037
part,response0,delta,2.7808688580989838,0.0003600000000000037
part,response1,gamma,0.8872032086364925,0.0003600000000000037
part,response1,delta,3.8364809122867882,0.0003600000000000037
accidental_high,response0,gamma,0.48065580264665186,0.0003600000000000037
accidental_high,response0,delta,1.6718690749257803,0.0003600000000000037
accidental_high,response1,gamma,0.37964668357744813,0.0003600000000000037
accidental_high,response1,delta,1.982456783298403,0.0003600000000000037
color,response0,gamma,0.4295042413286865,0.00044000000000000473
color,response0,delta,1.7717118724249303,0.00044000000000000473
color,response1,gamma,0.6188455212395638,0.00044000000000000473
color,response1,delta,1.3623540522530675,0.00044000000000000473
vague,response0,gamma,0.6475953937042505,0.00044000000000000473
vague,response0,delta,2.9427594621665776,0.00044000000000000473
vague,response1,gamma,0.7512733393814415,0.00044000000000000473
vague,response1,delta,2.332127990666777,0.00044000000000000473
accidental_low,response0,gamma,0.41755304601974785,0.00044000000000000473
accidental_low,response0,delta,1.4163434272632003,0.00044000000000000473
accidental_low,response1,gamma,0.20955832256004214,0.00044000000000000473
accidental_low,response1,delta,3.6442563869059086,0.00044000000000000473
part,response0,gamma,0.7844048438128084,0.00044000000000000473
part,response0,delta,2.7808688580989838,0.00044000000000000473
part,response1,gamma,0.8872032086364925,0.00044000000000000473
part,response1,delta,3.8364809122867882,0.00044000000000000473
accidental_high,response0,gamma,0.48065580264665186,0.00044000000000000473
accidental_high,response0,delta,1.49255731375888,0.00044000000000000473
accidental_high,response1,gamma,0.37964668357744813,0.00044000000000000473
accidental_high,response1,delta,1.982456783298403,0.00044000000000000473
color,response0,gamma,0.4295042413286865,0.000040000000000000423
color,response0,delta,1.7717118724249303,0.000040000000000000423
color,response1,gamma,0.6188455212395638,0.000040000000000000423
color,response1,delta,1.3623540522530675,0.000040000000000000423
vague,response0,gamma,0.6475953937042505,0.000040000000000000423
vague,response0,delta,2.9427594621665776,0.000040000000000000423
vague,response1,gamma,0.7512733393814415,0.000040000000000000423
vague,response1,delta,2.332127990666777,0.000040000000000000423
accidental_low,response0,gamma,0.41755304601974785,0.000040000000000000423
accidental_low,response0,delta,1.4163434272632003,0.000040000000000000423
accidental_low,response1,gamma,0.20955832256004214,0.000040000000000000423
accidental_low,response1,delta,3.6442563869059086,0.000040000000000000423
part,response0,gamma,0.7844048438128084,0.000040000000000000423
part,response0,delta,2.7808688580989838,0.000040000000000000423
part,response1,gamma,0.8795664121862501,0.000040000000000000423
part,response1,delta,3.8364809122867882,0.000040000000000000423
accidental_high,response0,gamma,0.48065580264665186,0.000040000000000000423
accidental_high,response0,delta,1.49255731375888,0.000040000000000000423
accidental_high,response1,gamma,0.37964668357744813,0.000040000000000000423
accidental_high,response1,delta,1.982456783298403,0.000040000000000000423
color,response0,gamma,0.4295042413286865,0.0012800000000000131
color,response0,delta,1.7717118724249303,0.0012800000000000131
color,response1,gamma,0.6188455212395638,0.0012800000000000131
color,response1,delta,1.3623540522530675,0.0012800000000000131
vague,response0,gamma,0.6475953937042505,0.0012800000000000131
vague,response0,delta,2.9427594621665776,0.0012800000000000131
vague,response1,gamma,0.7512733393814415,0.0012800000000000131
vague,response1,delta,2.332127990666777,0.0012800000000000131
accidental_low,response0,gamma,0.4156720640603453,0.0012800000000000131
accidental_low,response0,delta,1.4163434272632003,0.0012800000000000131
accidental_low,response1,gamma,0.20955832256004214,0.0012800000000000131
accidental_low,response1,delta,3.6442563869059086,0.0012800000000000131
part,response0,gamma,0.7844048438128084,0.0012800000000000131
part,response0,delta,2.7808688580989838,0.0012800000000000131
part,response1,gamma,0.8795664121862501,0.0012800000000000131
part,response1,delta,3.8364809122867882,0.0012800000000000131
accidental_high,response0,gamma,0.48065580264665186,0.0012800000000000131
accidental_high,response0,delta,1.49255731375888,0.0012800000000000131
accidental_high,response1,gamma,0.37964668357744813,0.0012800000000000131
accidental_high,response1,delta,1.982456783298403,0.0012800000000000131
color,response0,gamma,0.40819647372700274,0.0008200000000000088
color,response0,delta,1.7717118724249303,0.0008200000000000088
color,response1,gamma,0.6188455212395638,0.0008200000000000088
color,response1,delta,1.3623540522530675,0.0008200000000000088
vague,response0,gamma,0.6475953937042505,0.0008200000000000088
vague,response0,delta,2.9427594621665776,0.0008200000000000088
vague,response1,gamma,0.7512733393814415,0.0008200000000000088
vague,response1,delta,2.332127990666777,0.0008200000000000088
accidental_low,response0,gamma,0.4156720640603453,0.0008200000000000088
accidental_low,response0,delta,1.4163434272632003,0.0008200000000000088
accidental_low,response1,gamma,0.20955832256004214,0.0008200000000000088
accidental_low,response1,delta,3.6442563869059086,0.0008200000000000088
part,response0,gamma,0.7844048438128084,0.0008200000000000088
part,response0,delta,2.7808688580989838,0.0008200000000000088
part,response1,gamma,0.8795664121862501,0.0008200000000000088
part,response1,delta,3.8364809122867882,0.0008200000000000088
accidental_high,response0,gamma,0.48065580264665186,0.0008200000000000088
accidental_high,response0,delta,1.49255731375888,0.0008200000000000088
accidental_high,response1,gamma,0.37964668357744813,0.0008200000000000088
accidental_high,response1,delta,1.982456783298403,0.0008200000000000088
color,response0,gamma,0.40819647372700274,0.00192000000000002
color,response0,delta,1.7717118724249303,0.00192000000000002
color,response1,gamma,0.6188455212395638,0.00192000000000002
color,response1,delta,1.3623540522530675,0.00192000000000002
vague,response0,gamma,0.6475953937042505,0.00192000000000002
vague,response0,delta,2.9427594621665776,0.00192000000000002
vague,response1,gamma,0.7512733393814415,0.00192000000000002
vague,response1,delta,2.332127990666777,0.00192000000000002
accidental_low,response0,gamma,0.4156720640603453,0.00192000000000002
accidental_low,response0,delta,1.4163434272632003,0.00192000000000002
accidental_low,response1,gamma,0.20955832256004214,0.00192000000000002
accidental_low,response1,delta,3.604024858213961,0.00192000000000002
part,response0,gamma,0.7844048438128084,0.00192000000000002
part,response0,delta,2.7808688580989838,0.00192000000000002
part,response1,gamma,0.8795664121862501,0.00192000000000002
part,response1,delta,3.8364809122867882,0.00192000000000002
accidental_high,response0,gamma,0.48065580264665186,0.00192000000000002
accidental_high,response0,delta,1.49255731375888,0.00192000000000002
accidental_high,response1,gamma,0.37964668357744813,0.00192000000000002
accidental_high,response1,delta,1.982456783298403,0.00192000000000002
color,response0,gamma,0.40819647372700274,0.000040000000000000423
color,response0,delta,1.7717118724249303,0.000040000000000000423
color,response1,gamma,0.6188455212395638,0.000040000000000000423
color,response1,delta,1.3623540522530675,0.000040000000000000423
vague,response0,gamma,0.6456098689232022,0.000040000000000000423
vague,response0,delta,2.9427594621665776,0.000040000000000000423
vague,response1,gamma,0.7512733393814415,0.000040000000000000423
vague,response1,delta,2.332127990666777,0.000040000000000000423
accidental_low,response0,gamma,0.4156720640603453,0.000040000000000000423
accidental_low,response0,delta,1.4163434272632003,0.000040000000000000423
accidental_low,response1,gamma,0.20955832256004214,0.000040000000000000423
accidental_low,response1,delta,3.604024858213961,0.000040000000000000423
part,response0,gamma,0.7844048438128084,0.000040000000000000423
part,response0,delta,2.7808688580989838,0.000040000000000000423
part,response1,gamma,0.8795664121862501,0.000040000000000000423
part,response1,delta,3.8364809122867882,0.000040000000000000423
accidental_high,response0,gamma,0.48065580264665186,0.000040000000000000423
accidental_high,response0,delta,1.49255731375888,0.000040000000000000423
accidental_high,response1,gamma,0.37964668357744813,0.000040000000000000423
accidental_high,response1,delta,1.982456783298403,0.000040000000000000423
color,response0,gamma,0.40819647372700274,0.00008000000000000086
color,response0,delta,1.7717118724249303,0.00008000000000000086
color,response1,gamma,0.6188455212395638,0.00008000000000000086
color,response1,delta,1.3623540522530675,0.00008000000000000086
vague,response0,gamma,0.6456098689232022,0.00008000000000000086
vague,response0,delta,2.9427594621665776,0.00008000000000000086
vague,response1,gamma,0.7512733393814415,0.00008000000000000086
vague,response1,delta,2.332127990666777,0.00008000000000000086
accidental_low,response0,gamma,0.4156720640603453,0.00008000000000000086
accidental_low,response0,delta,1.4163434272632003,0.00008000000000000086
accidental_low,response1,gamma,0.20955832256004214,0.00008000000000000086
accidental_low,response1,delta,3.251839929725975,0.00008000000000000086
part,response0,gamma,0.7844048438128084,0.00008000000000000086
part,response0,delta,2.7808688580989838,0.00008000000000000086
part,response1,gamma,0.8795664121862501,0.00008000000000000086
part,response1,delta,3.8364809122867882,0.00008000000000000086
accidental_high,response0,gamma,0.48065580264665186,0.00008000000000000086
accidental_high,response0,delta,1.49255731375888,0.00008000000000000086
accidental_high,response1,gamma,0.37964668357744813,0.00008000000000000086
accidental_high,response1,delta,1.982456783298403,0.00008000000000000086
color,response0,gamma,0.40819647372700274,0.0001400000000000015
color,response0,delta,1.7717118724249303,0.0001400000000000015
color,response1,gamma,0.6188455212395638,0.0001400000000000015
color,response1,delta,1.3623540522530675,0.0001400000000000015
vague,response0,gamma,0.6456098689232022,0.0001400000000000015
vague,response0,delta,2.9427594621665776,0.0001400000000000015
vague,response1,gamma,0.7422911343164742,0.0001400000000000015
vague,response1,delta,2.332127990666777,0.0001400000000000015
accidental_low,response0,gamma,0.4156720640603453,0.0001400000000000015
accidental_low,response0,delta,1.4163434272632003,0.0001400000000000015
accidental_low,response1,gamma,0.20955832256004214,0.0001400000000000015
accidental_low,response1,delta,3.251839929725975,0.0001400000000000015
part,response0,gamma,0.7844048438128084,0.0001400000000000015
part,response0,delta,2.7808688580989838,0.0001400000000000015
part,response1,gamma,0.8795664121862501,0.0001400000000000015
part,response1,delta,3.8364809122867882,0.0001400000000000015
accidental_high,response0,gamma,0.48065580264665186,0.0001400000000000015
accidental_high,response0,delta,1.49255731375888,0.0001400000000000015
accidental_high,response1,gamma,0.37964668357744813,0.0001400000000000015
accidental_high,response1,delta,1.982456783298403,0.0001400000000000015
color,response0,gamma,0.40819647372700274,0.00016000000000000172
color,response0,delta,1.7717118724249303,0.00016000000000000172
color,response1,gamma,0.6188455212395638,0.00016000000000000172
color,response1,delta,1.3623540522530675,0.00016000000000000172
vague,response0,gamma,0.6456098689232022,0.00016000000000000172
vague,response0,delta,2.9427594621665776,0.00016000000000000172
vague,response1,gamma,0.7408731556497514,0.00016000000000000172
vague,response1,delta,2.332127990666777,0.00016000000000000172
accidental_low,response0,gamma,0.4156720640603453,0.00016000000000000172
accidental_low,response0,delta,1.4163434272632003,0.00016000000000000172
accidental_low,response1,gamma,0.20955832256004214,0.00016000000000000172
accidental_low,response1,delta,3.251839929725975,0.00016000000000000172
part,response0,gamma,0.7844048438128084,0.00016000000000000172
part,response0,delta,2.7808688580989838,0.00016000000000000172
part,response1,gamma,0.8795664121862501,0.00016000000000000172
part,response1,delta,3.8364809122867882,0.00016000000000000172
accidental_high,response0,gamma,0.48065580264665186,0.00016000000000000172
accidental_high,response0,delta,1.49255731375888,0.00016000000000000172
accidental_high,response1,gamma,0.37964668357744813,0.00016000000000000172
accidental_high,response1,delta,1.982456783298403,0.00016000000000000172
color,response0,gamma,0.40819647372700274,0.00010000000000000098
color,response0,delta,1.7717118724249303,0.00010000000000000098
color,response1,gamma,0.6188455212395638,0.00010000000000000098
color,response1,delta,1.3623540522530675,0.00010000000000000098
vague,response0,gamma,0.6456098689232022,0.00010000000000000098
vague,response0,delta,2.9427594621665776,0.00010000000000000098
vague,response1,gamma,0.7408731556497514,0.00010000000000000098
vague,response1,delta,2.332127990666777,0.00010000000000000098
accidental_low,response0,gamma,0.4156720640603453,0.00010000000000000098
accidental_low,response0,delta,1.4163434272632003,0.00010000000000000098
accidental_low,response1,gamma,0.20955832256004214,0.00010000000000000098
accidental_low,response1,delta,3.251839929725975,0.00010000000000000098
part,response0,gamma,0.7844048438128084,0.00010000000000000098
part,response0,delta,2.7808688580989838,0.00010000000000000098
part,response1,gamma,0.876791286515072,0.00010000000000000098
part,response1,delta,3.8364809122867882,0.00010000000000000098
accidental_high,response0,gamma,0.48065580264665186,0.00010000000000000098
accidental_high,response0,delta,1.49255731375888,0.00010000000000000098
accidental_high,response1,gamma,0.37964668357744813,0.00010000000000000098
accidental_high,response1,delta,1.982456783298403,0.00010000000000000098
color,response0,gamma,0.40819647372700274,0.0016000000000000161
color,response0,delta,1.7717118724249303,0.0016000000000000161
color,response1,gamma,0.6188455212395638,0.0016000000000000161
color,response1,delta,1.3623540522530675,0.0016000000000000161
vague,response0,gamma,0.6456098689232022,0.0016000000000000161
vague,response0,delta,2.9427594621665776,0.0016000000000000161
vague,response1,gamma,0.753582458011806,0.0016000000000000161
vague,response1,delta,2.332127990666777,0.0016000000000000161
accidental_low,response0,gamma,0.4156720640603453,0.0016000000000000161
accidental_low,response0,delta,1.4163434272632003,0.0016000000000000161
accidental_low,response1,gamma,0.20955832256004214,0.0016000000000000161
accidental_low,response1,delta,3.251839929725975,0.0016000000000000161
part,response0,gamma,0.7844048438128084,0.0016000000000000161
part,response0,delta,2.7808688580989838,0.0016000000000000161
part,response1,gamma,0.876791286515072,0.0016000000000000161
part,response1,delta,3.8364809122867882,0.0016000000000000161
accidental_high,response0,gamma,0.48065580264665186,0.0016000000000000161
accidental_high,response0,delta,1.49255731375888,0.0016000000000000161
accidental_high,response1,gamma,0.37964668357744813,0.0016000000000000161
accidental_high,response1,delta,1.982456783298403,0.0016000000000000161
color,response0,gamma,0.40819647372700274,0.002460000000000025
color,response0,delta,1.7717118724249303,0.002460000000000025
color,response1,gamma,0.5764148649759591,0.002460000000000025
color,response1,delta,1.3623540522530675,0.002460000000000025
vague,response0,gamma,0.6456098689232022,0.002460000000000025
vague,response0,delta,2.9427594621665776,0.002460000000000025
vague,response1,gamma,0.753582458011806,0.002460000000000025
vague,response1,delta,2.332127990666777,0.002460000000000025
accidental_low,response0,gamma,0.4156720640603453,0.002460000000000025
accidental_low,response0,delta,1.4163434272632003,0.002460000000000025
accidental_low,response1,gamma,0.20955832256004214,0.002460000000000025
accidental_low,response1,delta,3.251839929725975,0.002460000000000025
part,response0,gamma,0.7844048438128084,0.002460000000000025
part,response0,delta,2.7808688580989838,0.002460000000000025
part,response1,gamma,0.876791286515072,0.002460000000000025
part,response1,delta,3.8364809122867882,0.002460000000000025
accidental_high,response0,gamma,0.48065580264665186,0.002460000000000025
accidental_high,response0,delta,1.49255731375888,0.002460000000000025
accidental_high,response1,gamma,0.37964668357744813,0.002460000000000025
accidental_high,response1,delta,1.982456783298403,0.002460000000000025
color,response0,gamma,0.40819647372700274,0.0003200000000000035
color,response0,delta,1.7717118724249303,0.0003200000000000035
color,response1,gamma,0.5764148649759591,0.0003200000000000035
color,response1,delta,1.3623540522530675,0.0003200000000000035
vague,response0,gamma,0.6456098689232022,0.0003200000000000035
vague,response0,delta,2.9427594621665776,0.0003200000000000035
vague,response1,gamma,0.753582458011806,0.0003200000000000035
vague,response1,delta,2.332127990666777,0.0003200000000000035
accidental_low,response0,gamma,0.4156720640603453,0.0003200000000000035
accidental_low,response0,delta,1.6037303488701582,0.0003200000000000035
accidental_low,response1,gamma,0.20955832256004214,0.0003200000000000035
accidental_low,response1,delta,3.251839929725975,0.0003200000000000035
part,response0,gamma,0.7844048438128084,0.0003200000000000035
part,response0,delta,2.7808688580989838,0.0003200000000000035
part,response1,gamma,0.876791286515072,0.0003200000000000035
part,response1,delta,3.8364809122867882,0.0003200000000000035
accidental_high,response0,gamma,0.48065580264665186,0.0003200000000000035
accidental_high,response0,delta,1.49255731375888,0.0003200000000000035
accidental_high,response1,gamma,0.37964668357744813,0.0003200000000000035
accidental_high,response1,delta,1.982456783298403,0.0003200000000000035
color,response0,gamma,0.40819647372700274,0.00026000000000000263
color,response0,delta,1.7717118724249303,0.00026000000000000263
color,response1,gamma,0.5764148649759591,0.00026000000000000263
color,response1,delta,1.3623540522530675,0.00026000000000000263
vague,response0,gamma,0.6456098689232022,0.00026000000000000263
vague,response0,delta,2.9427594621665776,0.00026000000000000263
vague,response1,gamma,0.753582458011806,0.00026000000000000263
vague,response1,delta,2.332127990666777,0.00026000000000000263
accidental_low,response0,gamma,0.4156720640603453,0.00026000000000000263
accidental_low,response0,delta,1.6037303488701582,0.00026000000000000263
accidental_low,response1,gamma,0.20955832256004214,0.00026000000000000263
accidental_low,response1,delta,3.251839929725975,0.00026000000000000263
part,response0,gamma,0.7844048438128084,0.00026000000000000263
part,response0,delta,2.565209800377488,0.00026000000000000263
part,response1,gamma,0.876791286515072,0.00026000000000000263
part,response1,delta,3.8364809122867882,0.00026000000000000263
accidental_high,response0,gamma,0.48065580264665186,0.00026000000000000263
accidental_high,response0,delta,1.49255731375888,0.00026000000000000263
accidental_high,response1,gamma,0.37964668357744813,0.00026000000000000263
accidental_high,response1,delta,1.982456783298403,0.00026000000000000263
color,response0,gamma,0.40819647372700274,0.0005400000000000058
color,response0,delta,1.7717118724249303,0.0005400000000000058
color,response1,gamma,0.5764148649759591,0.0005400000000000058
color,response1,delta,1.3623540522530675,0.0005400000000000058
vague,response0,gamma,0.6456098689232022,0.0005400000000000058
vague,response0,delta,2.9427594621665776,0.0005400000000000058
vague,response1,gamma,0.753582458011806,0.0005400000000000058
vague,response1,delta,2.332127990666777,0.0005400000000000058
accidental_low,response0,gamma,0.3890915403608233,0.0005400000000000058
accidental_low,response0,delta,1.6037303488701582,0.0005400000000000058
